99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
99999999,86.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
XXXXXXXX,16.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
44434233,37.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
65342152,21.5
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
XXXXXXXX,0,CANCLED
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
66332321,25.5
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
00000000,12.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
1205X370,13.0
